VYBER,credit,withdrawal,total_type_count,collection_from_another_bank,credit_card_withdrawal,credit_in_cash,other,remittance_to_another_bank,withdrawal_in_cash,status,gender,age,region,avg_salary,type_card
0,22,17,39,0,0,22936,179.066666667,0,11988.3545455,no,M,33,central Bohemia,8980,no_card
1,19,9,29,0,0,46763,134.4,0,8409.03,yes,M,29,central Bohemia,8899,no_card
2,22,12,36,23705.5,0,0,173.233333333,0,4850.75,yes,M,48,north Moravia,8909,classic
0,24,18,42,0,0,4614.58333333,98.7333333333,1794.36363636,3719.46153846,yes,M,19,central Bohemia,9753,no_card
1,7,10,18,31480,0,800,233.15,1279,17088.1666667,yes,M,46,south Moravia,8288,no_card
1,36,12,49,22022,0,0,142.366666667,4765.5,3140.824,yes,M,42,north Moravia,10177,no_card
1,5,10,16,50444.8,0,400,181.125,0,26901.1666667,yes,M,44,central Bohemia,11277,classic
0,12,11,23,30849.6,0,0,136.783333333,13462,12932.92,yes,M,49,north Moravia,8746,no_card
0,11,12,23,38720.5,0,600,171.62,2720.5,18112.7333333,yes,M,40,central Bohemia,8507,no_card
1,8,12,21,0,0,30756.3333333,195.233333333,0,15926.2888889,yes,M,46,south Moravia,9897,classic
0,24,12,36,0,0,25395.5,79.2333333333,0,5730.31666667,yes,M,51,south Moravia,8512,no_card
0,3,8,11,29445,0,400,181.266666667,0,13866.6666667,yes,M,39,east Bohemia,8369,no_card
0,38,16,54,0,0,11638.5,93.7,1831.75,4493.4,no,M,37,north Moravia,8994,no_card
0,21,15,36,0,0,4009.44444444,113.95,0,1917.06666667,yes,M,20,west Bohemia,10787,no_card
4,20,13,37,11590.5,0,800,134.183333333,0,3375.06666667,yes,M,31,south Bohemia,9045,no_card
0,5,12,17,0,0,24336.7142857,150.64,0,16520,yes,M,47,east Bohemia,8363,no_card
0,29,17,46,0,0,7303.72727273,128.85,4794,2833.65,yes,M,35,east Bohemia,9538,no_card
7,21,18,46,45391.6666667,0,0,124.108333333,0,10126.45,no,M,21,north Moravia,8110,no_card
4,37,13,54,41212.1666667,2000,2300,192.933333333,4668,5904.02142857,yes,M,20,central Bohemia,9307,junior
0,4,9,13,29255,0,800,143.375,0,16300,yes,M,64,south Bohemia,10045,classic
0,36,12,48,0,0,16814.5,120.5,1873.11764706,3014.08421053,yes,M,29,east Bohemia,8388,no_card
6,29,16,51,0,0,21552,189.283333333,1743.5,7922.15652174,yes,M,48,east Bohemia,8187,no_card
1,19,13,33,0,0,21801.1428571,135.383333333,4710,8341.025,yes,M,20,east Bohemia,9425,no_card
0,20,11,31,39258.8333333,0,0,228.34,0,11458.65,yes,M,55,north Bohemia,8705,gold
0,4,11,15,0,0,19243.625,196.733333333,8309,22400,yes,M,62,south Moravia,8441,no_card
0,28,11,39,0,0,25249.1666667,183.62,4930,6064.22727273,yes,M,26,south Moravia,9897,no_card
0,4,11,15,0,0,15785.3333333,216.02,0,10625,yes,M,33,Prague,12541,no_card
3,23,11,37,0,0,22759.6,162.4,0,5734.96153846,no,M,60,south Bohemia,8547,no_card
2,34,12,48,29825.1666667,0,0,103.233333333,6677.5,4321.73333333,yes,M,41,Prague,12541,classic
4,37,26,67,0,0,31583.2,306.883333333,9292,15746.5028571,yes,M,36,south Moravia,8240,no_card
0,37,15,52,0,0,5612.66666667,116.516666667,1590,1283.55789474,yes,M,19,south Moravia,9897,no_card
0,3,9,12,0,0,20903.3333333,158.5,0,22066.6666667,no,M,46,central Bohemia,8598,no_card
0,49,12,61,0,0,25955.5,265.016666667,2497.45454545,4541.76296296,yes,M,31,central Bohemia,8546,no_card
0,36,15,51,0,0,7528.72222222,135.8,1770.5,2111.98333333,yes,M,35,north Moravia,8994,no_card
4,21,16,41,0,0,24394.9,187.366666667,3008,10954.88,yes,M,59,Prague,12541,classic
0,25,12,37,0,0,8002.16666667,159.55,4208,2522.65,yes,M,51,south Moravia,8757,no_card
3,41,16,60,0,0,30901.1,188.1,1537,8884.19230769,yes,M,56,north Moravia,9893,classic
0,27,12,39,0,0,6924.66666667,111.233333333,4261,1542.26666667,yes,M,59,central Bohemia,9307,no_card
2,5,9,16,0,0,25972,169.7,0,13162.5142857,yes,M,53,south Moravia,9897,classic
5,22,12,39,0,0,14262.3333333,165.666666667,0,5680.20740741,yes,M,57,north Moravia,8819,no_card
0,17,13,30,0,0,30247.375,159.16,7905,12949.2857143,yes,M,43,central Bohemia,8598,classic
3,22,18,43,50606.8333333,0,0,197.808333333,0,12444.712,no,M,63,Prague,12541,classic
0,43,12,55,0,0,16777.5833333,144.366666667,1639.75,2556.18947368,yes,M,50,south Moravia,8743,classic
7,22,12,41,53821.1666667,0,0,259.466666667,0,10077.7931034,yes,M,42,north Moravia,8909,no_card
0,9,19,28,0,0,25802.3636364,194.25,0,22822.2222222,yes,M,27,north Moravia,8994,no_card
0,22,17,39,0,0,5289.81818182,118.916666667,3950,2252.975,yes,M,23,south Moravia,9624,no_card
1,19,18,38,0,0,18232,97.75,0,7495.98,no,M,26,central Bohemia,9753,no_card
0,26,13,39,0,0,19477,209.433333333,4026.5,5447.44545455,yes,M,33,east Bohemia,8208,no_card
3,22,12,37,48478.1666667,0,0,324.8,0,11073.464,yes,M,29,east Bohemia,8254,no_card
2,31,12,45,48990.5,0,0,247.816666667,9649,9182.87407407,yes,M,29,south Bohemia,9045,no_card
5,18,12,35,32572.5,0,4400,119.22,0,9999.65217391,yes,M,43,east Bohemia,9538,no_card
1,37,16,54,0,0,28591.5,170.016666667,2638.66666667,11089.7391304,yes,M,49,north Bohemia,9317,no_card
0,3,10,13,16907.75,0,2800,108.75,0,12366.6666667,yes,M,39,west Bohemia,8594,no_card
0,28,12,40,0,0,26334.75,159.366666667,9191,4199.43636364,yes,M,46,central Bohemia,9753,no_card
3,28,14,45,27471.1666667,0,4850,137.883333333,7187.5,4695.57894737,yes,M,59,north Moravia,8369,no_card
1,28,14,43,16180.6666667,0,3850,110.216666667,8754,2874.47826087,yes,M,36,east Bohemia,8254,no_card
1,14,12,27,0,0,7848.16666667,140.433333333,0,2829.17333333,yes,M,46,east Bohemia,9538,no_card
1,43,16,60,0,0,34061.3,212.266666667,1529,11521.5230769,yes,M,25,south Moravia,8512,no_card
2,14,16,32,0,0,19377.2727273,169.52,0,9741.05,no,M,51,west Bohemia,8991,no_card
1,30,12,43,0,0,17006.5,48.4333333333,3732.33333333,3882.21538462,no,M,21,central Bohemia,9307,junior
1,24,12,37,14209,0,0,152.066666667,901.75,4422.75384615,yes,M,28,north Moravia,8994,no_card
0,27,18,45,0,3600,24833.0833333,254.716666667,6342,12970.8380952,yes,M,45,south Moravia,8720,classic
4,21,12,37,39465.8333333,0,0,184.466666667,0,9617.704,yes,M,46,Prague,12541,no_card
0,31,17,48,0,0,5548.09090909,112.133333333,1881,2341.45263158,yes,M,57,east Bohemia,9425,no_card
1,21,12,34,0,0,19212.5,238.033333333,11314,5310.96666667,yes,M,42,south Bohemia,9045,no_card
5,33,12,50,51685.8333333,0,0,266.166666667,11878,7272.3030303,yes,M,56,central Bohemia,8598,no_card
5,42,12,59,24035.8333333,0,0,187.566666667,885.5,6099.34782609,yes,M,56,central Bohemia,8899,no_card
5,16,18,39,0,0,25548.5384615,194.26,6049,14156.7529412,yes,M,37,south Bohemia,9045,classic
0,12,10,22,0,0,3620,75.64,0,1541.66666667,yes,M,55,south Bohemia,8402,classic
1,36,19,56,0,0,25722.2307692,339.933333333,3450,11463.144,yes,M,20,south Moravia,8720,junior
0,26,13,39,0,0,13031,128.65,0,3685.88461538,yes,M,51,south Moravia,8814,no_card
6,16,16,38,0,0,11810.5,194.866666667,0,7782.72727273,yes,M,19,central Bohemia,9307,no_card
0,13,12,25,26704.1666667,0,0,217.816666667,10530,8863.63636364,yes,M,36,central Bohemia,10124,no_card
3,26,13,42,0,0,22753.1428571,257.4,10120,7242.15652174,yes,M,48,Prague,12541,no_card
0,25,14,39,0,0,9187.1875,121.166666667,0,3093.104,no,M,28,east Bohemia,8388,no_card
3,42,12,57,31492.5,0,0,208.966666667,1260.0952381,7096.125,yes,M,60,south Bohemia,10045,no_card
3,25,14,42,0,0,22059.875,223.916666667,0,8103.83928571,no,M,40,east Bohemia,8363,no_card
2,11,14,27,0,0,21742.3333333,268.32,0,11983,yes,M,29,north Moravia,10673,no_card
0,11,12,23,0,0,18311.1428571,191.94,4278,7770.51111111,yes,M,31,Prague,12541,no_card
1,21,10,32,0,0,16150.25,121.583333333,0,4970.02727273,yes,M,32,north Moravia,10177,no_card
3,19,16,38,0,0,16631.6,175.05,0,6711.07272727,yes,M,28,central Bohemia,9307,no_card
3,27,12,42,35310.1666667,0,0,186.866666667,0,7011.55333333,yes,M,42,central Bohemia,8980,gold
1,24,13,38,19999.5,0,9600,148.533333333,9846,3715.82105263,yes,M,36,east Bohemia,8390,no_card
1,11,20,32,11812.6666667,0,2600,104.358333333,0,4653.1,no,M,35,south Bohemia,9045,no_card
0,32,12,44,0,0,23195.1666667,212.866666667,4685,4187.98461538,yes,M,55,west Bohemia,8561,classic
4,43,12,59,38254.6666667,0,900,255.04,2420,8133.86956522,yes,M,37,east Bohemia,8187,classic
0,31,12,43,0,0,17602,156.816666667,3003.90909091,3571.38,yes,M,42,south Moravia,8720,no_card
0,25,12,37,0,0,21706.75,189,0,5592.304,yes,M,29,east Bohemia,9538,gold
8,23,19,50,0,0,24854.6923077,204.1,0,10325.0645161,no,M,59,north Moravia,8909,no_card
0,40,12,52,0,0,23903.8333333,157.316666667,2990.33333333,4453.98181818,yes,M,61,Prague,12541,no_card
0,24,18,42,0,0,5901.25,73.7333333333,0,3251.98333333,no,M,50,south Moravia,8772,no_card
0,32,12,44,0,0,23201.75,197.166666667,8521,3665.67692308,yes,M,36,Prague,12541,no_card
4,33,15,52,40493.8333333,0,3933.33333333,189.866666667,10608,6323.47096774,yes,M,24,west Bohemia,8991,classic
0,16,15,31,0,0,5149.11111111,48.0333333333,0,2980.475,no,M,25,south Bohemia,8402,no_card
7,23,21,51,0,0,24347.9090909,123.43,0,9870.26666667,no,M,22,central Bohemia,8546,no_card
0,2,10,12,0,0,6493.71428571,97.2666666667,0,4050,yes,M,26,west Bohemia,8843,no_card
0,25,21,46,0,0,30318.5555556,201.308333333,0,10583.2,no,M,62,Prague,12541,no_card
0,10,12,22,18312.6666667,0,4700,102.68,10869,9690.51111111,yes,M,36,south Moravia,9897,no_card
0,29,12,41,0,0,24957.8333333,180.616666667,7847,4877.81666667,yes,M,41,north Moravia,10673,classic
1,26,17,44,0,0,19457.4166667,231.72,9523,8491.47619048,yes,M,57,north Bohemia,9675,classic
0,4,7,11,0,0,3890,105,0,2550,no,M,42,north Moravia,8110,no_card
1,23,12,36,43183.8333333,0,0,227.233333333,0,9676.625,yes,M,39,north Moravia,10673,no_card
6,36,23,65,0,0,29397.1764706,296.183333333,7274,13656.35,yes,M,62,central Bohemia,9307,classic
1,9,9,19,0,0,25421.6666667,171.733333333,0,8235.52,yes,M,37,north Bohemia,8965,classic
0,25,18,43,0,0,35781.0833333,293.616666667,0,15083.504,yes,M,50,south Moravia,9624,no_card
0,39,11,50,0,0,26865.3,198.5,3285,4502.5037037,yes,M,46,west Bohemia,10787,classic
4,25,13,42,36613.5,0,6100,173.45,13076,6459.80869565,yes,M,37,central Bohemia,8980,no_card
0,22,12,34,0,0,12696.6666667,174.2,0,3513.98181818,yes,M,53,central Bohemia,8754,gold
4,19,12,35,19608.3333333,0,0,136.85,0,4885.76521739,yes,M,33,east Bohemia,9060,no_card
0,4,9,13,0,0,21684.8,184.975,0,18200,no,M,41,west Bohemia,8930,no_card
0,23,15,38,0,0,9865.77777778,121.533333333,0,3090.76521739,yes,M,21,north Moravia,10177,no_card
0,27,13,40,0,0,35336.4285714,204.383333333,4891,11199.4095238,yes,M,41,Prague,12541,no_card
2,17,18,37,0,0,23776.75,218.683333333,0,11861.3368421,yes,M,23,Prague,12541,no_card
0,37,18,55,0,0,3726.04166667,88.6833333333,916.666666667,955.136842105,yes,M,48,north Bohemia,9675,no_card
3,17,14,34,0,0,9882.375,149.85,0,4409.03,yes,M,24,east Bohemia,8187,classic
3,27,13,43,41657.5,0,900,335.633333333,0,9006.35333333,yes,M,23,south Moravia,8814,no_card
4,25,16,45,0,0,19996,205.616666667,0,8319.74482759,no,M,53,central Bohemia,9753,no_card
0,27,13,40,0,0,17575.2857143,160.083333333,8606,3723.21904762,yes,M,33,central Bohemia,8546,no_card
0,8,13,21,0,0,21192.1428571,226.816666667,0,9478.65,yes,M,35,central Bohemia,9920,classic
2,15,18,35,0,0,21898,194.66,0,13715.7882353,yes,M,34,north Moravia,10673,classic
2,20,13,35,0,0,24389.375,203.48,0,8239.13636364,yes,M,33,north Bohemia,8965,no_card
0,30,20,50,0,0,26944.0714286,237.433333333,10755,12970.3166667,yes,M,21,Prague,12541,junior
1,29,22,52,0,0,28511.1875,239.733333333,2752.5,17811.2454545,no,M,23,south Bohemia,8427,no_card
4,16,13,33,0,0,36611.5714286,170.533333333,0,10697.82,yes,M,32,Prague,12541,classic
3,25,17,45,0,0,31285.9090909,247.85,0,12668.9142857,yes,M,33,south Moravia,9897,no_card
6,18,12,36,31549.8333333,0,0,184.75,0,9141.98333333,yes,M,41,south Moravia,8814,no_card
0,1,10,11,0,0,6031.42857143,70.3333333333,0,3600,yes,M,49,south Bohemia,8427,no_card
0,29,18,47,17226.1666667,0,4550,120.166666667,6403.5,2458.09411765,yes,M,34,north Bohemia,8867,no_card
2,21,14,37,0,0,17748.25,161.9,0,8533.82608696,yes,M,28,central Bohemia,9307,no_card
0,36,12,48,0,0,14522.0833333,184.033333333,1156,3532.64444444,yes,M,20,north Bohemia,8965,no_card
1,24,15,40,14938.1666667,0,4133.33333333,88.2666666667,0,3928.04,no,M,36,north Moravia,8994,no_card
0,19,11,30,20533.5,0,0,204.24,0,6193.31578947,yes,M,23,south Moravia,8544,no_card
0,42,14,56,0,0,10156.8125,142.783333333,1330.66666667,2571.15,yes,M,55,Prague,12541,no_card
0,39,13,52,0,0,23922,108.8,3438.66666667,3736.80952381,yes,M,20,east Bohemia,9425,no_card
0,30,12,42,0,0,11242.8333333,137.616666667,2282.5,2804.86666667,yes,M,33,south Moravia,8441,no_card
2,21,11,34,34870,0,0,252.6,0,8507.73913043,yes,M,30,central Bohemia,8980,no_card
2,24,11,37,24357,0,0,155.316666667,4585,6048.26666667,yes,M,20,north Moravia,10673,junior
0,17,12,29,0,0,26209.0833333,278.15,0,9002.25882353,yes,M,39,north Bohemia,9832,classic
0,4,8,12,0,0,20599.8,135.466666667,0,14225,yes,M,33,north Bohemia,9198,classic
2,25,13,40,0,0,35265.8571429,217.8,13167,9579.88571429,yes,M,31,north Bohemia,8965,no_card
0,9,12,21,39099.6666667,0,400,161,0,14846.0666667,yes,M,56,east Bohemia,8541,classic
0,16,12,28,53645.5,0,0,162.116666667,0,20245.575,yes,M,20,north Moravia,8173,junior
0,2,9,11,10660,0,1700,70.8666666667,0,3600,no,M,52,south Moravia,8743,no_card
0,43,15,58,0,0,9549.66666667,95.85,1837.22727273,1856.55238095,yes,M,54,south Moravia,8720,no_card
1,39,13,53,31736.1666667,0,1500,108.183333333,4176.66666667,5636.16363636,yes,M,28,Prague,12541,no_card
1,18,18,37,0,0,21583.25,223.733333333,14581,11145.7333333,yes,M,42,east Bohemia,8369,no_card
0,39,16,55,0,0,3475.5,97.25,724.5,941.84,yes,M,51,south Moravia,8743,no_card
0,41,12,53,0,0,29998,173.733333333,1287.33333333,7320.86956522,yes,M,60,central Bohemia,8754,no_card
2,12,13,27,22366.5,0,2100,247.1,0,9019.27142857,yes,M,58,north Moravia,8678,classic
0,23,11,34,0,0,26866.6666667,198.82,6110,6460.76470588,yes,M,45,Prague,12541,no_card
5,21,17,43,27017.1666667,0,3520,199.616666667,8089,4866.4,yes,M,28,central Bohemia,9920,no_card
2,48,16,66,0,0,21339.9,256.45,1495.25,5923.76923077,yes,M,32,north Moravia,8909,no_card
0,41,11,52,0,0,25290,162.45,1488.95652174,4802.64444444,yes,M,56,central Bohemia,9307,no_card
0,23,15,38,0,0,5617.77777778,114.816666667,5394,1685.15294118,yes,M,44,east Bohemia,8208,no_card
1,26,12,39,16481.8333333,0,0,102.65,9136,2493.07619048,yes,M,51,south Bohemia,8114,no_card
0,9,12,21,0,0,14052.3571429,109.22,1900,8621.825,yes,M,59,north Moravia,10177,no_card
0,11,11,22,0,0,32128.6666667,168.8,4603,17692.1333333,yes,M,46,central Bohemia,9622,no_card
3,25,12,40,21922.3333333,0,0,145.05,7266,4748.46086957,yes,M,54,Prague,12541,no_card
0,20,27,47,16400.5,0,2966.66666667,103.606666667,0,5963.65,no,M,60,south Bohemia,9104,no_card
1,38,16,55,0,0,25006.5,257.666666667,2597.8125,10702.8521739,yes,M,37,north Moravia,9893,no_card
1,30,16,47,14994.5,0,2025,152.733333333,2282.38461538,4523.11111111,yes,M,59,south Bohemia,8402,no_card
9,23,23,55,0,0,17657.6363636,131.883333333,0,7214.95625,yes,M,60,south Moravia,9624,no_card
0,32,18,50,0,0,3881.58333333,92.8833333333,1388.5,1315.38,yes,M,43,west Bohemia,8930,no_card
2,16,13,31,24698.8333333,0,700,140.333333333,10279,8853.12,yes,M,44,north Bohemia,10446,no_card
0,3,14,17,0,0,15891.5,61.4375,0,15666.6666667,yes,M,41,south Moravia,8288,no_card
0,29,18,47,0,0,9779.91666667,122.616666667,3536,4336.91764706,yes,M,32,south Moravia,9897,no_card
2,38,12,52,22722.8333333,0,0,180.683333333,1369.33333333,5304.07272727,yes,M,27,east Bohemia,9425,no_card
0,24,18,42,0,0,5099.91666667,126.116666667,4112,1171.53333333,yes,M,26,south Moravia,8772,no_card
3,22,11,36,41926.1666667,0,0,246.72,0,10736.12,yes,M,24,north Moravia,8994,no_card
1,33,12,46,20785.8333333,0,0,115.5,3438.5,3911.84545455,yes,M,24,south Moravia,8444,no_card
3,44,19,66,0,0,19971.5384615,241.4,1528.72727273,8998.264,yes,M,25,south Bohemia,8427,no_card
5,33,24,62,0,0,21473.1666667,190.4,5062,11116.3692308,yes,M,50,south Bohemia,9104,no_card
0,33,13,46,0,0,14770.3571429,120.816666667,6020,2527.68888889,yes,M,49,Prague,12541,no_card
5,29,12,46,43411.3333333,2800,0,293.25,0,7990.13939394,yes,M,29,south Moravia,8544,classic
0,27,12,39,0,0,23995.8333333,143.483333333,9629,3481.25454545,yes,M,56,north Moravia,9893,no_card
2,35,14,51,0,0,16631.5,156.45,1701,4604.784,yes,M,58,north Bohemia,9317,no_card
0,6,10,16,0,0,22259,131,0,14966.6666667,yes,M,21,east Bohemia,8369,junior
2,35,18,55,0,0,22907.75,236.7,4430,8314.464,yes,M,41,Prague,12541,no_card
2,28,12,42,0,0,22315.5,171.216666667,8418,5066.70833333,yes,M,44,east Bohemia,8187,no_card
2,26,13,41,24624.1666667,0,12900,174.75,0,6045.16428571,yes,M,52,central Bohemia,8598,classic
3,28,13,44,46356.8333333,0,2400,286.483333333,0,8212.35483871,yes,M,49,south Bohemia,8402,classic
1,23,13,37,0,0,18357.5714286,99.9666666667,10160,3988.25555556,yes,M,57,central Bohemia,8507,classic
5,24,16,45,0,2940,19399.6,202.6,0,9938.73333333,yes,M,31,north Moravia,10673,classic
1,25,11,37,0,0,26634.6,105.916666667,8217,3811.35,yes,M,50,east Bohemia,8363,no_card
3,23,14,40,0,0,21429.75,200.6,0,6972.11538462,yes,M,41,west Bohemia,8624,no_card
1,24,16,41,0,0,26877.8181818,288.04,0,12614.96,yes,M,54,south Moravia,9624,gold
3,40,17,60,0,0,24273.3636364,220.633333333,1313.33333333,8012.6,yes,M,54,south Bohemia,8402,no_card
0,47,14,61,0,0,7915.125,91.8166666667,1425.75,1495.11304348,yes,M,51,north Bohemia,8965,no_card
0,0,5,5,0,0,4500,0,0,0,no,M,29,south Moravia,8441,no_card
5,11,12,28,34598.5,0,0,161.366666667,0,12195.1375,yes,M,48,north Bohemia,8705,no_card
4,44,12,60,41284.8333333,0,0,185.15,3112,6412.15333333,yes,M,22,north Bohemia,8867,no_card
2,23,12,37,39066.1666667,0,0,317.166666667,0,9433.144,yes,M,47,east Bohemia,8363,gold
0,6,12,18,0,0,14842.9285714,127.88,26,12322.92,yes,M,45,north Bohemia,9675,classic
0,20,16,36,0,0,5047.1,98.8333333333,4304,820.542857143,yes,M,48,west Bohemia,8624,no_card
3,30,18,51,0,2100,22362,204.7,3742.5,9612.03,yes,M,30,west Bohemia,8561,classic
0,17,13,30,0,0,10085.875,95.98,6327,4324.81818182,yes,M,39,north Moravia,10177,no_card
0,7,12,19,0,0,19073.4444444,207.3,0,15475.7142857,yes,M,49,north Moravia,8173,no_card
2,32,22,56,0,0,23897.9375,169.516666667,6109.5,10364.4818182,yes,M,35,east Bohemia,8541,classic
1,20,11,32,0,0,29014.5,230.44,7268,7075.67058824,yes,M,54,south Moravia,8743,no_card
1,18,17,36,0,0,29437.1666667,178.463636364,0,9608.36842105,no,M,32,south Moravia,9897,no_card
4,25,16,45,0,0,21408.4,240.833333333,7158,8982.46086957,yes,M,32,central Bohemia,8899,no_card
3,27,17,47,0,0,21589.6363636,162.35,0,6836.42,yes,M,29,central Bohemia,10124,no_card
0,6,12,18,0,0,18926.5714286,150.48,0,14152.4333333,yes,M,57,north Bohemia,9198,classic
5,27,12,44,38818,0,2100,267.883333333,0,7795.65625,yes,M,32,west Bohemia,8561,no_card
0,28,12,40,0,0,23850.6666667,271.266666667,5215,4539.43636364,yes,M,32,east Bohemia,9538,classic
0,30,12,42,0,0,13904.1666667,230.133333333,1638.33333333,8650.56,yes,M,27,central Bohemia,8899,classic
0,16,10,26,0,0,32249,203.5,0,8679.5625,yes,M,58,north Moravia,10673,classic
4,25,13,42,28210,0,900,214.216666667,0,5543.72413793,yes,M,31,west Bohemia,8930,no_card
2,30,17,49,0,0,22108.9166667,192.92,6131,8604,no,M,54,west Bohemia,8991,no_card
1,29,13,43,0,0,29418.7142857,119.05,5483.72727273,6796.76842105,no,M,49,north Moravia,8746,no_card
0,26,13,39,0,0,8829.42857143,66.4333333333,6216,1437.38,yes,M,41,south Moravia,9897,no_card
0,9,11,20,50608.8,0,600,204.82,5665,25064.325,yes,M,37,north Moravia,8110,no_card
0,33,12,45,0,0,20195.5,127.433333333,3226,3842.26666667,yes,M,26,south Moravia,8444,no_card
0,30,14,44,0,0,28349.375,230.25,8305,8570.31666667,yes,M,31,north Bohemia,9065,classic
0,27,12,39,0,0,22329.6666667,165.133333333,6184,4957.5047619,yes,M,34,east Bohemia,8390,classic
0,32,12,44,43099.3333333,0,0,325.5,5843,9579,yes,M,35,east Bohemia,9060,no_card
0,3,9,12,0,0,10053.8333333,99.0666666667,0,7566.66666667,yes,M,30,west Bohemia,10787,no_card
0,31,14,45,0,0,9384.75,86.2833333333,2861.5,1922.50526316,yes,M,19,west Bohemia,8843,no_card
2,25,13,40,44243.3333333,0,1300,289.1,0,10340.8518519,yes,M,23,Prague,12541,junior
2,25,22,49,19611.5,0,1700,85.6533333333,0,5036.46296296,no,M,61,east Bohemia,8187,no_card
4,22,12,38,40554.5,0,0,209.466666667,0,9803.44615385,yes,M,23,west Bohemia,8930,junior
0,3,14,17,24703.75,0,1300,154.1,0,19600,yes,M,19,central Bohemia,8598,no_card
0,33,19,52,0,0,11979.5,96.2166666667,3934.5,1691.79047619,yes,M,24,south Moravia,8444,no_card
2,20,20,42,0,0,21807.375,183.733333333,0,9634.34545455,yes,M,59,north Moravia,10177,no_card
0,4,13,17,30967,0,1100,92.5375,0,20225,yes,M,41,east Bohemia,8541,no_card
0,29,21,50,0,0,8205.88888889,112.016666667,7041,1442.06956522,yes,M,29,north Moravia,8909,no_card
2,24,19,45,0,0,30969.6666667,248.42,3321.5,12304.85,yes,M,20,Prague,12541,junior
0,33,16,49,0,0,22877.8333333,198.11,3708,4604.92592593,yes,M,37,east Bohemia,9060,no_card
0,27,24,51,0,0,26176.6923077,229.6,3095,14050.4421053,yes,M,38,west Bohemia,8843,no_card
4,35,28,67,0,0,27765.9375,220.75,4389.5,11930.0592593,no,M,23,south Bohemia,10045,no_card
0,38,20,58,0,0,18390.625,114.816666667,2616.33333333,4371.38,yes,M,34,south Bohemia,8547,no_card
1,31,19,51,23902.6666667,0,800,128.725,4659.5,4101.84545455,yes,M,56,south Bohemia,8547,no_card
0,2,13,15,0,0,5530.57142857,75.5166666667,0,4150,yes,M,35,south Bohemia,8114,no_card
0,33,19,52,0,0,16462.7142857,125.858333333,3835,3715.0962963,yes,M,51,east Bohemia,8541,no_card
0,24,19,43,0,0,10360.4285714,137.241666667,4403,1991.53333333,yes,M,44,central Bohemia,8507,classic
0,17,18,35,0,0,16544.6666667,132.566666667,0,5526.96470588,yes,M,62,north Moravia,10177,no_card
2,27,18,47,40458.1666667,0,0,177.083333333,13711,6629.72173913,yes,M,54,west Bohemia,8624,no_card
5,31,18,54,50396.6666667,0,0,218.708333333,0,9309.6,yes,M,19,south Moravia,9897,no_card
0,25,24,49,0,0,24584.9166667,288.95,0,13083.504,yes,M,47,east Bohemia,9538,classic
4,31,28,63,0,0,25615.1111111,233.45,0,11804,yes,M,54,south Bohemia,10045,classic
0,2,8,10,0,0,16118.5,44.1,0,10600,yes,M,64,Prague,12541,no_card
4,38,19,61,41566.5,0,600,235.55,6326.5,6359.32,yes,M,50,north Moravia,9893,no_card
0,18,17,35,0,0,10012.7142857,27.52,5103.54545455,739.971428571,no,M,57,north Moravia,10673,no_card
0,38,26,64,0,0,32935.9285714,270.608333333,8151,12871.4875,yes,M,28,south Moravia,9624,classic
4,19,18,41,18567,0,600,101.65,0,5765.69565217,yes,M,37,east Bohemia,8369,no_card
0,26,19,45,0,0,16134.1428571,88.4416666667,8919,2660.38,yes,M,50,south Moravia,8441,no_card
0,4,15,19,15715.6,0,3700,92.375,0,12550,yes,M,61,south Bohemia,8114,no_card
0,3,11,14,0,0,15952.4,74,0,8166.66666667,yes,M,53,south Moravia,8512,no_card
4,18,22,44,18492.5,0,3925,94.8416666667,0,5251.25454545,yes,M,28,south Moravia,8240,no_card
0,12,19,31,0,0,11624,65.86,1656.75,8481.825,yes,M,19,north Moravia,10177,no_card
0,23,19,42,11955.6666667,0,1100,42.2416666667,7357,2275.74117647,yes,M,20,Prague,12541,no_card
0,20,18,38,0,0,14586,170.525,0,4159.38,yes,M,27,south Moravia,9624,no_card
1,34,18,53,39856.8333333,0,0,169.325,7097,6158.8137931,yes,M,42,Prague,12541,no_card
4,26,24,54,0,0,21369.5,210.791666667,3713,10590.1666667,yes,M,55,Prague,12541,no_card
0,28,24,52,0,0,4254.25,68.5666666667,1531.81818182,1956.91764706,yes,M,38,south Moravia,8544,no_card
0,42,20,62,0,0,15428.625,128.408333333,2026.39130435,4767,yes,M,27,Prague,12541,no_card
3,39,31,73,0,0,28309.047619,264.39,4021.5,18169.5666667,yes,M,52,south Moravia,8288,classic
0,18,18,36,0,0,22848.5833333,114.216666667,3387.5,9107.43333333,yes,M,42,north Moravia,10177,no_card
2,14,20,36,0,0,15309.25,122.958333333,0,5673.475,yes,M,44,south Moravia,9624,no_card
1,22,15,38,0,0,16438.3333333,112.191666667,4541,3850.11111111,yes,M,40,north Bohemia,9317,no_card
0,3,15,18,14094,0,1550,67.9,0,9566.66666667,no,M,42,north Moravia,10177,no_card
0,22,18,40,0,0,16117.8333333,135.366666667,6270,4909.61111111,yes,M,47,Prague,12541,no_card
0,27,19,46,0,0,16749.7142857,153.366666667,1709,5720.44705882,yes,M,28,north Moravia,8994,no_card
0,2,14,16,0,0,16511.2857143,91.1285714286,0,23800,yes,M,51,east Bohemia,9538,no_card
1,10,18,29,23621,0,1350,79.55,5887,10563.9428571,yes,M,34,Prague,12541,no_card
